assignmentid	workerid	Answer.task	Answer.myanswersA	Answer.myanswersC
3YJ6NA41JBGBV5GLB2SXC93CVAYPJY	A7NNR8ZAMCKLU	"n04256520::sofa,n03714235::makeup,n04407686::temple,n03416640::garage,n02964634::cargo area,n04119478::rumpus room,n04403638::telescope,n03819595::net,n04070727::refrigerator,n03887512::paper mill"	::0::1::0::0::0::0::1::1::0::0	::1::0::1::1::1::1::1::1::1::1
3R2UR8A0IAGU5P99D6UJEI61W3OXOK	A2OXXHGAM7B0Y	"n03416640::garage,n04407686::temple,n03887512::paper mill,n04256520::sofa,n04403638::telescope,n04070727::refrigerator,n02964634::cargo area,n04119478::rumpus room,n03819595::net,n03714235::makeup"	::0::0::0::1::1::1::0::0::1::1	::1::1::1::1::1::1::1::1::1::0
33CUSNVVNNC15WLLYHTV1XZ8QPE88N	A2UHEMRALXKUCF	"n04119478::rumpus room,n03714235::makeup,n03887512::paper mill,n03819595::net,n04070727::refrigerator,n04407686::temple,n03416640::garage,n04403638::telescope,n02964634::cargo area,n04256520::sofa"	::0::1::0::1::1::0::0::1::1::1	::1::0::1::1::1::1::1::1::1::1
3TPZPLC3M0C0AREW8H0AW2MNZD8P3I	A91613OK8J29A	"n03878066::palace,n03211789::display window,n03446070::golf club,n03201208::dining table,n03001627::chair,n02851099::blind,n03718581::manor hall,n04574999::wheel,n04113641::round,n03579538::interior door"	::1::1::1::0::1::1::0::1::0::0	::1::1::1::1::1::0::1::1::1::1
3RANCT1ZVFHI5RQ54WEAOR7YVMFUBC	A36LOA6VLJU157	"n03211789::display window,n03446070::golf club,n03878066::palace,n04113641::round,n03718581::manor hall,n03001627::chair,n03201208::dining table,n04574999::wheel,n02851099::blind,n03579538::interior door"	::0::1::0::0::0::1::1::1::1::1	::1::1::1::0::1::1::1::1::0::1
32KTQ2V7RDFG4Q6ZXA9S6BVEU0B9MR	A27O2IILV3S5YS	"n02851099::blind,n03211789::display window,n04113641::round,n03001627::chair,n03446070::golf club,n03579538::interior door,n03201208::dining table,n03718581::manor hall,n03878066::palace,n04574999::wheel"	::1::1::0::1::1::1::1::0::0::1	::0::0::0::0::1::0::1::0::0::1
3RYC5T2D73TSTTZYJ716E0P35RSPRQ	A2OMY4DX7JQVU0	"n03878066::palace,n03579538::interior door,n03446070::golf club,n03001627::chair,n03718581::manor hall,n02851099::blind,n03201208::dining table,n04113641::round,n04574999::wheel,n03211789::display window"	::0::1::1::1::0::1::1::1::1::1	::1::1::1::1::1::1::1::1::1::1
3L4D84MILZSJIOIXSPKS301L9JWHJT	A357X6NIBOTHH0	"n02851099::blind,n03878066::palace,n03211789::display window,n04574999::wheel,n03201208::dining table,n04113641::round,n03001627::chair,n03446070::golf club,n03718581::manor hall,n03579538::interior door"	::1::0::0::1::1::1::1::1::0::1	::0::1::1::1::1::0::1::1::0::1
37UEWGM5HT8PC1GWY5QGD4752BJR1L	A36LOA6VLJU157	"n02838958::bill,n03593526::jar,n04261506::soundbox,n03294048::equipment,n02970849::cart,n03457008::great hall,n03735637::measuring stick,n03973839::pocket watch,n04006227::private line,n02777927::balcony"	::1::1::1::1::1::0::1::1::0::0	::1::1::1::0::1::1::1::1::1::1
3VSOLARPKB9FI4YPRS4DACM8U9S939	A757KD6CSFAKF	"n04261506::soundbox,n02838958::bill,n04006227::private line,n03294048::equipment,n02777927::balcony,n03973839::pocket watch,n02970849::cart,n03457008::great hall,n03593526::jar,n03735637::measuring stick"	::1::0::1::0::0::1::1::0::1::1	::0::1::1::0::1::1::1::1::1::1
31IBVUNM9SZ8VNRLEOAB3302ORNFVB	A2OXXHGAM7B0Y	"n03593526::jar,n02838958::bill,n04261506::soundbox,n03973839::pocket watch,n02777927::balcony,n04006227::private line,n02970849::cart,n03735637::measuring stick,n03294048::equipment,n03457008::great hall"	::1::1::1::1::0::0::0::1::1::0	::1::1::1::1::1::1::1::1::0::1
3TESA3PJ31AVBAPTMJDXBX1YUZPMMA	AWY5WM7BEBZD8	"n03294048::equipment,n03973839::pocket watch,n03457008::great hall,n02777927::balcony,n03735637::measuring stick,n04261506::soundbox,n04006227::private line,n02838958::bill,n02970849::cart,n03593526::jar"	::0::1::0::0::1::1::0::0::1::1	::0::1::1::1::1::1::0::0::1::1
333U7HK6I9F268DV6T12CFMNHR5DJI	A347XXV5JH19PB	"n02777927::balcony,n02838958::bill,n03973839::pocket watch,n03735637::measuring stick,n03457008::great hall,n03593526::jar,n04006227::private line,n03294048::equipment,n04261506::soundbox,n02970849::cart"	::0::1::1::1::0::1::0::1::1::1	::1::1::1::1::1::1::1::0::1::1
37KGEN7NJ3Q7HGJJ6FXH95PO49APP4	AWY5WM7BEBZD8	"n02728440::apparel,n03862676::oven,n02881193::bowl,n02777734::balcony,n03461385::grocery store,n03580518::internal drive,n04415257::test equipment,n03339643::filter,n02806530::bath,n03180011::desktop computer"	::1::1::1::1::1::1::1::1::0::1	::1::1::1::1::1::1::0::1::0::1
3OVHNO1VE61S6NIZOF4O09AD0PFDZ0	A347XXV5JH19PB	"n03862676::oven,n03180011::desktop computer,n02728440::apparel,n02777734::balcony,n03339643::filter,n04415257::test equipment,n02806530::bath,n03580518::internal drive,n03461385::grocery store,n02881193::bowl"	::1::1::1::0::1::1::0::1::0::1	::1::1::0::1::1::1::1::1::1::1
3T3IWE1XG6NQ9KD5N9LQEKGVY8LQT5	A2SPF0XH4LNRK1	"n03339643::filter,n04415257::test equipment,n03180011::desktop computer,n03862676::oven,n02777734::balcony,n02881193::bowl,n03461385::grocery store,n02806530::bath,n03580518::internal drive,n02728440::apparel"	::1::1::1::1::0::1::0::1::1::1	::1::0::1::1::1::1::1::1::1::0
3COPXFW7XBC66PM3TNS9DO3PAZ9KP3	A2C57JVPIOH7F2	"n02728440::apparel,n02881193::bowl,n02777734::balcony,n03180011::desktop computer,n03339643::filter,n02806530::bath,n03461385::grocery store,n03580518::internal drive,n04415257::test equipment,n03862676::oven"	::1::1::0::1::1::0::0::1::1::1	::0::1::1::1::1::1::1::1::1::1
3Z2R0DQ0JHE7SITNV36UJGIRFSME2R	A2OXXHGAM7B0Y	"n03461385::grocery store,n03862676::oven,n03339643::filter,n02806530::bath,n02777734::balcony,n03580518::internal drive,n03180011::desktop computer,n04415257::test equipment,n02881193::bowl,n02728440::apparel"	::0::1::1::0::0::1::1::1::1::1	::1::1::1::1::1::1::1::1::1::0
3GM6G9ZBKNXZO5FDVGE9XBWQO7NMTD	A2UHEMRALXKUCF	"n03208556::disk,n02812785::bay,n06263369::press,n04114301::round file,n02730568::appointment,n03848033::open circuit,n03786313::morning room,n03685486::lodge,n04567746::weather ship,n02927764::butter dish"	::1::0::0::1::1::1::0::0::0::1	::1::1::1::1::1::1::1::1::1::1
3Y4W8Q93LZKBX3DPNIFLF3XHCECDV3	A2OXXHGAM7B0Y	"n04114301::round file,n02730568::appointment,n02927764::butter dish,n03208556::disk,n02812785::bay,n06263369::press,n04567746::weather ship,n03685486::lodge,n03848033::open circuit,n03786313::morning room"	::1::1::1::1::0::0::0::0::1::0	::1::1::1::1::1::0::1::1::1::1
352YTHGROVDTF6ZCPIXOXYC2RM94HS	A347XXV5JH19PB	"n04567746::weather ship,n04114301::round file,n03848033::open circuit,n06263369::press,n03208556::disk,n03786313::morning room,n02730568::appointment,n02927764::butter dish,n02812785::bay,n03685486::lodge"	::0::1::1::0::1::0::0::1::0::0	::1::1::1::0::1::1::0::1::1::1
3PWWM24LHSYQJHJWI0KUR6M54PN28F	A2SPF0XH4LNRK1	"n04114301::round file,n02812785::bay,n02927764::butter dish,n03685486::lodge,n03208556::disk,n03786313::morning room,n02730568::appointment,n06263369::press,n04567746::weather ship,n03848033::open circuit"	::1::0::1::0::1::0::1::0::0::1	::1::1::1::1::1::1::1::1::1::1
39L1G8WVWQRXTZVUNFPKV64PWXI318	A2C57JVPIOH7F2	"n04114301::round file,n03685486::lodge,n02812785::bay,n04567746::weather ship,n03208556::disk,n06263369::press,n03848033::open circuit,n02730568::appointment,n03786313::morning room,n02927764::butter dish"	::1::0::0::0::1::0::1::1::0::1	::1::1::1::1::1::0::1::1::1::1
3C5W7UE9CFQ65MOX0QF6MEHW131MXM	A7NNR8ZAMCKLU	"n04390577::tank top,n04131113::salon,n02992529::cellular telephone,n04343511::student center,n04039848::radar,n04317420::stick,n04021798::pump,n04256520::sofa,n04344734::studio apartment,n03376279::folder"	::1::0::1::0::0::1::1::0::0::1	::1::1::1::1::1::1::1::1::1::1
3W92K5RLWUHGTQYW8CX2HR9PZXA5VJ	A2C57JVPIOH7F2	"n04039848::radar,n02992529::cellular telephone,n04344734::studio apartment,n04131113::salon,n04390577::tank top,n03376279::folder,n04317420::stick,n04256520::sofa,n04021798::pump,n04343511::student center"	::0::1::0::0::1::1::1::1::1::0	::1::1::1::1::1::1::1::1::1::1
3TUI152ZZBNP001WLQ1G8EX06PQQ1S	A347XXV5JH19PB	"n04039848::radar,n03376279::folder,n04390577::tank top,n02992529::cellular telephone,n04131113::salon,n04317420::stick,n04344734::studio apartment,n04021798::pump,n04256520::sofa,n04343511::student center"	::0::1::1::1::0::0::0::1::1::0	::1::1::1::1::1::1::1::1::1::1
333U7HK6I9F268DV6T12CFMNHR4JDN	A2OXXHGAM7B0Y	"n04344734::studio apartment,n04039848::radar,n04317420::stick,n04021798::pump,n04256520::sofa,n04131113::salon,n04343511::student center,n04390577::tank top,n03376279::folder,n02992529::cellular telephone"	::0::0::1::1::1::0::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
3WT783CTPBHMJX95I5TAULLSOMLBCW	A2SPF0XH4LNRK1	"n04039848::radar,n04344734::studio apartment,n04390577::tank top,n04256520::sofa,n04317420::stick,n04343511::student center,n02992529::cellular telephone,n04021798::pump,n04131113::salon,n03376279::folder"	::1::0::1::1::1::0::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
3VHHR074H3HSKP0LI1ATS2PJZ5W7LA	A3MMAPU4BLGGH7	"n03639880::land office,n03328201::fender,n04141838::scale,n03449564::government building,n03091374::connection,n03529860::home theater,n03532672::hook,n03365592::floor,n03679384::living quarters,n03636649::lamp"	::0::0::1::0::1::0::1::0::0::1	::1::1::1::1::1::1::1::1::0::1
3OUYGIZWR7Y4TZFZPUIRU4OGW110PB	AWY5WM7BEBZD8	"n03639880::land office,n03529860::home theater,n03679384::living quarters,n03091374::connection,n03365592::floor,n03328201::fender,n03636649::lamp,n03532672::hook,n04141838::scale,n03449564::government building"	::0::1::0::1::1::0::1::1::1::0	::0::1::0::0::1::1::1::1::1::1
392CY0QWG1RTB1AWV0F9XADHRZMI4X	A2GZN7DE7UKJRU	"n03636649::lamp,n03328201::fender,n03529860::home theater,n03449564::government building,n03679384::living quarters,n03365592::floor,n03639880::land office,n03091374::connection,n03532672::hook,n04141838::scale"	::1::0::0::0::0::0::0::0::0::0	::1::1::1::1::1::0::1::1::1::1
3TE22NPXPBCZ3UBHABD5393YMHM445	A2OXXHGAM7B0Y	"n03091374::connection,n03449564::government building,n03679384::living quarters,n03365592::floor,n03532672::hook,n03636649::lamp,n03529860::home theater,n03328201::fender,n04141838::scale,n03639880::land office"	::1::0::0::1::1::1::0::0::1::0	::1::1::0::1::1::1::1::1::1::1
3SEPORI8WNZU8GFN45DMA827FMKZAM	A347XXV5JH19PB	"n04141838::scale,n03529860::home theater,n03679384::living quarters,n03532672::hook,n03328201::fender,n03639880::land office,n03365592::floor,n03636649::lamp,n03091374::connection,n03449564::government building"	::1::0::0::1::0::0::0::1::1::0	::1::1::1::1::1::1::0::1::1::1
3PQMUDRV7R6NJ89BGPHDRBN0WHBII0	A22L4CUSXSK47B	"n03841666::office,n04125541::safe house,n04608329::writing desk,n03954731::plane,n03934042::pier,n04602840::works,n03168107::deck,n03481172::hammer,n03503233::header,n03158885::dagger"	::0::0::1::1::0::0::0::1::0::1	::0::1::1::1::1::0::1::1::0::1
3QIYRE09Y3H4X3O45Y9Z4K2V1EX1NA	AWY5WM7BEBZD8	"n03481172::hammer,n03841666::office,n03168107::deck,n04602840::works,n04608329::writing desk,n03158885::dagger,n03934042::pier,n04125541::safe house,n03503233::header,n03954731::plane"	::1::0::0::0::1::1::0::0::0::1	::1::1::1::0::1::1::1::1::1::1
3CN4LGXD5XOF11P1ZI1CJY75HIB4YG	AQORJW4W8U9YU	"n03481172::hammer,n03168107::deck,n03841666::office,n04125541::safe house,n04602840::works,n03158885::dagger,n03954731::plane,n04608329::writing desk,n03503233::header,n03934042::pier"	::1::0::0::0::0::1::1::1::0::0	::1::1::1::1::0::1::1::1::1::1
3TYCR1GOTCJB4Z6R1W2CJMII9YHZL2	AYHD24CB36YYG	"n03158885::dagger,n03934042::pier,n04602840::works,n04125541::safe house,n03168107::deck,n03841666::office,n03954731::plane,n03481172::hammer,n03503233::header,n04608329::writing desk"	::1::0::0::0::1::0::1::1::0::1	::1::1::0::1::1::0::1::1::0::1
30BUDKLTXDVZRFCADM8SHNL3Z2B5EH	A347XXV5JH19PB	"n03841666::office,n03954731::plane,n04125541::safe house,n03158885::dagger,n03168107::deck,n03503233::header,n03934042::pier,n04602840::works,n03481172::hammer,n04608329::writing desk"	::0::1::0::1::0::0::0::0::1::1	::1::1::1::1::1::1::1::0::1::1
3E4GGUZ1T8RAEILXRPHXHBVWZP4K23	A2OMY4DX7JQVU0	"n03764276::military vehicle,n03479121::hall,n03661043::library,n02990373::ceiling,n04206790::shot tower,n03546340::housing,n03098140::control panel,n04565039::ways,n03378005::food court,n02677718::action"	::0::0::0::0::0::0::1::0::0::0	::0::0::0::0::0::0::1::0::0::0
3BF51CHDTVACGIHB6HAMLVMPAAI0HX	A7NNR8ZAMCKLU	"n02677718::action,n04206790::shot tower,n03764276::military vehicle,n03098140::control panel,n03479121::hall,n02990373::ceiling,n03546340::housing,n04565039::ways,n03378005::food court,n03661043::library"	::0::0::0::0::0::0::0::0::0::0	::1::1::1::1::1::1::0::0::1::1
3AUQQEL7U5THYJCVB6RQ0WDYIPTV0I	A27QCN3GYCZTPE	"n02677718::action,n04565039::ways,n03764276::military vehicle,n03378005::food court,n03546340::housing,n03098140::control panel,n03661043::library,n02990373::ceiling,n04206790::shot tower,n03479121::hall"	::0::0::0::0::0::0::0::0::0::0	::0::0::1::1::0::1::1::1::1::0
39ASUFLU6X78TYWKJSRN96CNS1GEXV	A2C57JVPIOH7F2	"n02677718::action,n03098140::control panel,n04565039::ways,n03546340::housing,n03378005::food court,n04206790::shot tower,n02990373::ceiling,n03764276::military vehicle,n03479121::hall,n03661043::library"	::0::1::0::0::0::0::0::0::0::0	::0::1::0::0::1::1::1::1::1::1
3NQL1CS15R8EVE8GJE2ZSO7IU2FVYQ	AWY5WM7BEBZD8	"n04565039::ways,n03546340::housing,n03378005::food court,n03764276::military vehicle,n04206790::shot tower,n03479121::hall,n02677718::action,n02990373::ceiling,n03661043::library,n03098140::control panel"	::0::0::0::0::0::0::0::0::0::0	::0::0::1::1::1::1::0::1::1::1
3CCZ6YKWR7JIWJLT5BS6P9KS85P955	A1DLTQZ0A87CQ6	"n03684823::locomotive,n04605446::wrap,n03235042::drawing room,n03664159::life-support system,n04191595::shelter,n04409279::tender,n03929443::pick,n03160309::dam,n04296562::stage,n04592741::wing"	::0::1::0::0::0::0::0::0::0::0	::1::1::0::0::0::0::0::0::1::0
33C7UALJVLYJUW10ZWKGMNC0CJ518T	A2C57JVPIOH7F2	"n04605446::wrap,n03929443::pick,n04409279::tender,n03160309::dam,n03664159::life-support system,n04592741::wing,n04191595::shelter,n03235042::drawing room,n04296562::stage,n03684823::locomotive"	::1::1::0::0::0::0::0::0::0::0	::1::1::1::1::1::1::1::1::1::1
3X73LLYYQ1EF1E9I7NCKW7I2I30HNW	A347XXV5JH19PB	"n03235042::drawing room,n04592741::wing,n04605446::wrap,n03160309::dam,n03664159::life-support system,n04296562::stage,n03929443::pick,n04409279::tender,n03684823::locomotive,n04191595::shelter"	::0::0::1::0::0::0::1::0::0::0	::1::1::1::1::1::1::1::1::1::1
3RXPCZQMQPBYNB7IIUW4E0TY02MG1S	A2I159VITLD19Y	"n03929443::pick,n04296562::stage,n03235042::drawing room,n04191595::shelter,n04592741::wing,n04605446::wrap,n03160309::dam,n03684823::locomotive,n04409279::tender,n03664159::life-support system"	::1::0::0::1::0::1::0::0::0::0	::1::1::1::1::1::1::1::1::0::1
3PJ71Z61R42J81KA4OQUMJ7BWPS91V	A2OXXHGAM7B0Y	"n03929443::pick,n03160309::dam,n04605446::wrap,n04191595::shelter,n03684823::locomotive,n03664159::life-support system,n04592741::wing,n03235042::drawing room,n04409279::tender,n04296562::stage"	::1::0::1::0::0::0::0::0::0::0	::1::1::1::1::1::1::1::1::1::1
3ZAZR5XV01II1VCLOJ9DG3SVFPVCZR	A2OMY4DX7JQVU0	"n03176763::department store,n02834778::bicycle,n03546340::housing,n03871371::package store,n03631177::lace,n04318131::stick,n03996004::power pack,n02778669::ball,n03502777::header,n03175189::denim"	::0::1::0::0::1::1::1::1::0::1	::0::1::0::0::0::1::1::1::1::0
39RP059MEHTZSJLWVUNOXHQ4I0EMBE	A2AJWXDQP805QJ	"n03176763::department store,n03546340::housing,n03502777::header,n03996004::power pack,n03175189::denim,n02778669::ball,n03631177::lace,n03871371::package store,n04318131::stick,n02834778::bicycle"	::0::0::0::1::1::1::1::0::1::1	::1::0::1::1::0::1::0::0::1::1
3RXPCZQMQPBYNB7IIUW4E0TY02CG1I	A7NNR8ZAMCKLU	"n02778669::ball,n03996004::power pack,n02834778::bicycle,n03871371::package store,n03175189::denim,n03546340::housing,n03176763::department store,n03631177::lace,n03502777::header,n04318131::stick"	::1::1::1::0::1::0::0::1::0::1	::1::1::1::1::0::0::1::0::1::1
39ASUFLU6X78TYWKJSRN96CNS1HEXW	AWY5WM7BEBZD8	"n02834778::bicycle,n03546340::housing,n04318131::stick,n03176763::department store,n02778669::ball,n03502777::header,n03175189::denim,n03996004::power pack,n03871371::package store,n03631177::lace"	::1::0::1::0::1::0::1::1::0::1	::1::0::1::1::1::0::1::1::1::0
3N4BPTXIO8SJYUUZA9R3NUQOIGYKUW	A2UHEMRALXKUCF	"n02778669::ball,n03871371::package store,n03176763::department store,n03502777::header,n03996004::power pack,n03175189::denim,n04318131::stick,n03546340::housing,n02834778::bicycle,n03631177::lace"	::1::0::0::0::1::1::1::0::1::1	::1::1::1::1::0::0::1::0::1::0
3P4RDNWND56JEJTHY72D3C209W0JID	ABED2Q9MQNN2D	"n02880546::bowed stringed instrument,n06277135::radio,n04589890::window screen,n03519674::high table,n02761206::automation,n04256520::sofa,n04546194::walking stick,n03733547::means,n03269073::electrical contact,n04557648::water bottle"	::1::1::1::1::0::1::1::0::0::1	::1::1::1::1::0::1::1::0::0::1
3IXEICO792JXZ2UL807S8FZ4Y7Z6TE	A1G187YBG0DVMQ	"n03269073::electrical contact,n03733547::means,n03519674::high table,n04557648::water bottle,n04256520::sofa,n04546194::walking stick,n02761206::automation,n04589890::window screen,n06277135::radio,n02880546::bowed stringed instrument"	::0::0::1::1::1::1::0::0::1::0	::0::0::1::1::1::1::0::1::1::1
3DH6GAKTYYPV4YDQKBR2DUKEIDEYZM	A27QCN3GYCZTPE	"n03269073::electrical contact,n04557648::water bottle,n04256520::sofa,n04546194::walking stick,n02761206::automation,n03733547::means,n06277135::radio,n02880546::bowed stringed instrument,n04589890::window screen,n03519674::high table"	::0::1::1::1::0::0::1::1::1::1	::0::1::1::1::0::0::1::1::1::1
39ZSFO5CA8WONAOHSORRMFQB3RZJUX	A347XXV5JH19PB	"n06277135::radio,n04589890::window screen,n02880546::bowed stringed instrument,n03269073::electrical contact,n02761206::automation,n03733547::means,n04546194::walking stick,n03519674::high table,n04256520::sofa,n04557648::water bottle"	::1::1::1::0::0::0::1::1::1::1	::1::1::1::1::0::0::1::1::1::1
3OHYZ19UGC5I9C1G2W25UAV3VIHOA9	A2OXXHGAM7B0Y	"n04256520::sofa,n04589890::window screen,n03733547::means,n03519674::high table,n03269073::electrical contact,n06277135::radio,n04546194::walking stick,n02880546::bowed stringed instrument,n02761206::automation,n04557648::water bottle"	::1::1::1::1::0::1::1::1::0::1	::1::1::0::1::1::1::1::1::0::1
388U7OUMF71P5CVE2MMGZZOVXJD0RR	A36LOA6VLJU157	"n02907391::browning automatic rifle,n02836900::big blue,n02848216::blade,n04291242::square,n02811059::batting cage,n03886641::paper chain,n03532919::hook,n03792334::mound,n03836062::nursery,n03461385::grocery store"	::1::0::1::1::1::1::1::0::0::0	::1::1::1::1::1::0::1::1::1::0
3EFE17QCRC5CHR1NFJT6V1S852ASHL	A347XXV5JH19PB	"n03792334::mound,n03532919::hook,n02848216::blade,n02907391::browning automatic rifle,n03886641::paper chain,n02836900::big blue,n03461385::grocery store,n03836062::nursery,n02811059::batting cage,n04291242::square"	::0::1::1::0::0::0::0::0::0::1	::1::1::1::1::1::1::1::1::1::1
323Q6SJS8IG3DMW19ZT7O29TGCHHFS	A2SPF0XH4LNRK1	"n02848216::blade,n02836900::big blue,n03836062::nursery,n04291242::square,n02907391::browning automatic rifle,n02811059::batting cage,n03886641::paper chain,n03792334::mound,n03532919::hook,n03461385::grocery store"	::1::1::0::1::0::1::1::0::1::0	::1::1::1::1::1::1::1::1::1::1
36V4Q8R5ZK0MWPNLECKES6L340PQM4	A2OXXHGAM7B0Y	"n03792334::mound,n02836900::big blue,n03532919::hook,n04291242::square,n02811059::batting cage,n02848216::blade,n03461385::grocery store,n02907391::browning automatic rifle,n03886641::paper chain,n03836062::nursery"	::0::0::1::1::1::1::0::1::1::0	::1::1::1::1::1::1::1::1::1::1
3XLBSAQ9Z4CCPEHPX2120H0HEEG7Z5	A2MQ6VUSKCQ9FH	"n03461385::grocery store,n04291242::square,n03532919::hook,n02836900::big blue,n03792334::mound,n03836062::nursery,n02907391::browning automatic rifle,n03886641::paper chain,n02848216::blade,n02811059::batting cage"	::0::1::1::0::0::0::0::0::1::0	::1::1::1::0::1::1::1::1::1::1
32M8BPYGATM9NH3GQ1HA6ZAKH4LIGA	AWY5WM7BEBZD8	"n03450881::grab,n02847631::black tie,n04227144::sketch,n04085017::reverse,n04288533::spring balance,n03772269::mint,n03542333::hotel,n03322570::farm building,n04146050::school,n02734725::architecture"	::0::1::1::0::1::0::0::0::0::0	::0::1::1::0::1::0::1::1::1::0
3E4GGUZ1T8RAEILXRPHXHBVWZPA2KR	A2C57JVPIOH7F2	"n04288533::spring balance,n03322570::farm building,n03772269::mint,n03542333::hotel,n04227144::sketch,n04146050::school,n04085017::reverse,n02734725::architecture,n02847631::black tie,n03450881::grab"	::1::0::1::0::1::0::1::0::1::1	::1::1::0::1::1::1::1::0::1::1
